model_path,model_folder,model_name,uses_metadata,epochs,sft_size,training_cfg,lora_rank,prompt,BERTScore_f1,BERTScore_precision,BERTScore_recall,BLEU,Cosine,JSD,Jaccard,Levenshtein,ROUGE_rouge1,ROUGE_rouge2,ROUGE_rougeL,SequenceMatcher
M10.NQ1k.03,M10.NQ1k.03,M10,false,,NQ1k,03,,sft_xml,0.4020610386133194,0.4643267399072647,0.36005067378282546,0.0016103212778443155,0.26259647087036436,0.233773610285023,0.051809962482081355,0.21165712358009445,0.10478487097503945,0.016464902203109887,0.07973757847511471,0.03148833025390985
M10.NQ2k.01,M10.NQ2k.01,M10,false,,NQ2k,01,,sft_xml,0.3790672713518143,0.45123480409383776,0.3311013123393059,0.0005618337454389331,0.21384181377561554,0.21928696329131692,0.03887462361728233,0.15540502411241988,0.07313537898223808,0.010637400382477746,0.06117895984893515,0.031205453513506943
M10.NQ2k.02,M10.NQ2k.02,M10,false,,NQ2k,02,,sft_xml,0.35255426973104476,0.4200600439310074,0.3073357319831848,0.0004338485571407523,0.1551930141494486,0.2040268676817147,0.028093370442042315,0.13044444804648214,0.058894503517740907,0.008574528393560616,0.04743336516358074,0.01820518892033413
M10.NQ2k.03,M10.NQ2k.03,M10,false,,NQ2k,03,,sft_xml,0.34934497863054276,0.40994172662496564,0.30598529636859895,0.0001882854574492656,0.17377682587574356,0.20904803855841889,0.028234743946203244,0.11991450551543247,0.051515248308226666,0.004182807286252524,0.04225212126543906,0.016621018704245687
M10.NQ4k.01,M10.NQ4k.01,M10,false,,NQ4k,01,,sft_xml,0.3415549075603485,0.42523951083421707,0.2892425099015236,0.00010977698635831162,0.15145398312653358,0.20068355030693244,0.023268828129322686,0.10159891844191242,0.04175067217892997,0.0054958075358404876,0.038166611595728456,0.015092469042880183
M10.NQ4k.02,M10.NQ4k.02,M10,false,,NQ4k,02,,sft_xml,0.3202843716740608,0.41024817287921905,0.26665873229503634,3.476475538212703e-06,0.12688902137670707,0.1968937286110837,0.01695175140621946,0.0718294506578609,0.030387910569412285,0.001809138573844456,0.02733241157459727,0.008900480861227059
M10.NQ4k.03,M10.NQ4k.03,M10,false,,NQ4k,03,,sft_xml,0.31882726937532424,0.42024857223033907,0.26147487342357634,8.042119555035624e-06,0.11812157036307525,0.1957129188543005,0.016326485994159253,0.0648993223056219,0.027193192397241037,0.004659412278676855,0.025529802372796246,0.011308726196045268
M12,M12,M12,false,,,,,base_p1,0.42809598028659823,0.46553102672100066,0.40653480410575865,0.006316030883875148,0.34748302346060245,0.24274802416269253,0.07669234334320618,0.264638734446394,0.1692310812582478,0.035503718552521,0.1140640065288206,0.037546389153134935
M12,M12,M12,false,,,,,base_p2,0.33037630289793013,0.3700519141554832,0.30594214379787443,0.004170698929852706,0.22357857192475886,0.19722769170956195,0.054399388678074125,0.17676007946250466,0.10685103733235136,0.02212917469596271,0.07320116027181695,0.026584794834521995
M12,M12,M12,false,,,,,base_p3,0.4293870216608047,0.4616991645097733,0.409678518474102,0.008765767030448221,0.36164704376828,0.24919547177673207,0.07913723912872685,0.2758242153295146,0.1733171131523009,0.041896429323083184,0.11763332484527789,0.03750696334549431
M12,M12,M12,false,,,,,base_p4,0.25895038604736326,0.2834897074103355,0.24696986317634584,0.003914620876103722,0.17956736017825964,0.1556102895509234,0.04392298136640447,0.14358761425427288,0.09361010433334929,0.02112450564314434,0.06066200476638776,0.018212060556186956
M12,M12,M12,false,,,,,base_p5,0.4272358936071396,0.4684976994991302,0.40065047472715376,0.007491261023574527,0.32959029261557377,0.2461525570071212,0.08521063779073251,0.2725159914128658,0.1733818841944167,0.03917792715808673,0.1180398720718013,0.03804283121383215
M12,M12,M12,false,,,,,icl_p6,0.3169710084795952,0.37873201370239257,0.27661652386188507,0.0015720341496087403,0.14828498692173347,0.18445249614576803,0.03728259780388995,0.1191863161191883,0.06965038355496372,0.016164946334155737,0.052345199669333715,0.02233008004441216
M12,M12,M12,false,,,,,icl_p7,0.30693403363227845,0.368789878487587,0.2710039982199669,0.000861838803908278,0.14274318913016346,0.17953763969984407,0.02478853426822336,0.09929777671278427,0.05677963264466582,0.007404783966967782,0.0425203198372211,0.019185095108987617
M12,M12,M12,false,,,,,icl_p8,0.36579842776060106,0.4044387835264206,0.3412182530760765,0.0016318541010827059,0.20863056937295724,0.21408688960634017,0.048106731614110367,0.1527656034533514,0.10028798727497788,0.01967083514542453,0.0760316269792348,0.022560094359359222
M12.NQ1k.01.r16,M12.NQ1k.01.r16,M12,false,,NQ1k,01,r16,sft_xml,0.3633252066373825,0.4696024951338768,0.3025005853176117,0.000376107157133031,0.18512620114308848,0.21570079752191396,0.035842935685186254,0.11208700041770359,0.0650650186400654,0.01399011471835186,0.05364313073181009,0.02705588359476193
M12.NQ1k.01.r8,M12.NQ1k.01.r8,M12,false,,NQ1k,01,r8,sft_xml,0.35445800721645354,0.4459613138437271,0.301348497569561,0.0013221450025335895,0.1398145924642842,0.20836779665690905,0.0364318221372266,0.12256127341006874,0.06282978591852664,0.010224863231580263,0.046541629805407034,0.016374463159403507
M12.NQ1k.02.r16,M12.NQ1k.02.r16,M12,false,,NQ1k,02,r16,sft_xml,0.3472081035375595,0.4480749529600143,0.28624650061130524,5.350159915911788e-05,0.12058407421647584,0.2038292681158448,0.0279845372319162,0.0782361981457269,0.04375848709896542,0.010058730367620698,0.03655609153265917,0.02314708414203874
M12.NQ1k.02.r8,M12.NQ1k.02.r8,M12,false,,NQ1k,02,r8,sft_xml,0.31666892498731614,0.40204802960157393,0.26466896921396255,1.3192585876998244e-05,0.11658916526939649,0.1948232721817577,0.01889762237982988,0.06492218523483703,0.03207902125155971,0.004321355554189591,0.027645823270278126,0.011260558481827358
M12.NQ1k.03.r16,M12.NQ1k.03.r16,M12,false,,NQ1k,03,r16,sft_xml,0.3152690342068672,0.40470896661281586,0.2607929396629334,0.0001674824411784506,0.08966783364348822,0.18998252240479796,0.01651117132929477,0.07056986564306059,0.031723489684431,0.003174812305247088,0.025066274715049134,0.009802608908538428
